sentencePrep,label
"final chance claim ur £150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz £300 subs 16
",1
"midnight at the earliest
",0
"you 07801543489 are guaranteed the latests nokia phone a 40gb ipod mp3 player or a £500 prize txt wordcollect to no83355 tcllc nyusa 150pmt msgrcvd18
",1
"me too have a lovely night xxx
",0
"baaaaabe i misss youuuuu  where are you  i have to go and teach my class at 5 
",0
"i know complain num onlybettr directly go to bsnl offc nd apply for it
",0
"im not sure i was just checking out what was happening around the area
",0
"i am in hospital da  i will return home in evening
",0
"yeah probably i still gotta check out with leo
",0
"i want  ltgt  rs dado you have it
",0
"aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee 
",0
"i take it we didnt have the phone callon friday can we assume we wont have it this year now
",0
"sorry ill call later
",0
"no dude its not fakemy frnds got money thts y im reffering uif u member wit my mail link u vl be credited  ltgt rs and il be getiing  ltgt rsi can draw my acc wen it is  ltgt rs
",0
"maybe i could get book out tomo then return it immediately  or something
",0
"whenwhere do i pick you up
",0
"im very happy for you babe  woo hoo party on dude
",0
"hack chat get backdoor entry into 121 chat rooms at a fraction of the cost reply neo69 or call 09050280520 to subscribe 25p pm dps bcm box 8027 ldn wc1n3xx
",1
"sorry ill call later
",0
"so what about you what do you remember
",0
"i have 2 docs appointments next week im tired of them shoving stuff up me ugh why couldnt i have had a normal body
",0
"i dont have anybodys number i still havent thought up a tactful way to ask alex
",0
"hello hows you and how did saturday go i was just texting to see if youd decided to do anything tomo not that im trying to invite myself or anything
",0
"just forced myself to eat a slice im really not hungry tho this sucks mark is getting worried he knows im sick when i turn down pizza lol
",0
"they didt play one day last year know even though they have very good team like india
",0
"i av a new number   wil u only use this oneta
",0
"sorry you never hear unless you book it one was kinda a jokethet were really looking for skinny white girls the other was one lineyou can only do so much on camera with that something like that theyre casting on the look
",0
"did you catch the bus  are you frying an egg  did you make a tea are you eating your moms left over dinner  do you feel my love 
",0
"cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day 
",0
"good morning im suffering from fever and dysentry will not be able to come to office today
",0
"sorry vikky im watching olave mandara movie kano in trishul theatre wit my frnds
",0
"god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is 4u
",0
"its sunny in california the weathers just cool
",0
"they are just making it easy to pay back i have  ltgt yrs to say but i can pay back earlier you get
",0
"huh so early then ü having dinner outside izzit
",0
"freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop
",1
"eh u send wrongly lar
",0
"ok let u noe when i leave my house
",0
"ok lor msg me b4 u call
",0
"ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice
",0
"hope you are not scared
",0
"as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a £1500 bonus prize call 09066368470
",1
"actually im waiting for 2 weeks when they start putting ad
",0
"well i know z will take care of me so no worries
",0
"x2  ltgt  are you going to get that
",0
"same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter
",0
"what time i‘m out until prob 3 or so
",0
"plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn
",0
"as usual u can call me ard 10 smth
",0
"he says hi and to get your ass back to south tampa preferably at a kegger
",0
"havent stuck at orchard in my dads car going 4 dinner now u leh so r they free tonight
",0
"mm so you asked me not to call radio
",0
"a link to your picture has been sent you can also use httpalto18coukwavewaveaspo44345
",1
"so how many days since then
",0
"4 tacos  1 rajas burrito right
",0
"no de but call me after some time ill tell you k
",0
"oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served
",0
"you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs
",0
"thanks  and  or bomb and date as my phone wanted to say 
",0
"ur awarded a city break and could win a £200 summer shopping spree every wk txt store to 88039skilgmetscs087147403231winawkage16£150perwksub
",1
"going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe
",0
"dont let studying stress you out l8r
",0
"ay wana meet on satü wkg on sat
",0
"all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as cant stay late tomorrow same time  place as always
",0
"yep get with the program youre slacking
",0
"dai what this da can i send my resume to this id
",0
"but thats on ebay it might be less elsewhere
",0
"ü v ma fan
",0
"rgent this is the 2nd attempt to contact uu have won £1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max£7 50
",1
"sweet we may or may not go to 4u to meet carlos so gauge pattys interest in that
",0
"i was up all night too worrying about this appt its a shame we missed a girls night out with quizzes popcorn and you doing my hair
",0
"k ill head out in a few mins see you there
",0
"sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 £150 sptyrone
",1
"and is there a way you can send shades stuff to her and she has been wonderful too
",0
"dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid
",0
"will it help if we propose going back again tomorrow
",0
"a £400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a £400 reward just call 09066380611 
",1
"good luck draw takes place 28th feb 06 good luck for removal send stop to 87239 customer services 08708034412
",1
"oh howda gud gud mathe en samachara chikku
",0
"today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good
",0
"you are right though i cant give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move outif im still there after greece but maybe you are ready and should do it now
",0
"ok give me 5 minutes i think i see her btw youre my alibi you were cutting my hair the whole time
",0
"look at the fuckin time what the fuck you think is up
",0
"k i yan jiu liao sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb sun can go cine frm 1030 to 2 den hop to orc mrt 4 hip hop at 4
",0
"tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
",0
"purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu
",0
"yeah confirmed for you staying at  that weekend
",0
"cheers lou yeah was a goodnite shame u neva came c ya gailxx
",0
"its too latebut its kwish you the same
",0
"do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac
",1
"think  da you wil do
",0
"leave it u will always be ignorant
",0
"yeah theres quite a bit left ill swing by tomorrow when i get up
",0
"aiyah e rain like quite big leh if drizzling i can at least run home
",0
"sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy
",0
"well im computerless time to make some oreo truffles
",0
"well im going to be an aunty
",0
"i wanna watch that movie
",0
"okay same with me well thanks for the clarification
",0
"1 go to write msg 2 put on dictionary mode 3cover the screen with hand 4press  ltgt  5gently remove ur hand its interesting
",0
"u gd lor go shopping i got stuff to do u wan 2 watch infernal affairs a not come lar
",0
"crucify is c not s you should have told me earlier
",0
"well welp is sort of a semiobscure internet thing
",0
"sorry da thangam very very sorry i am held up with prasad
",0
"i went to project centre
",0
"en chikku nange bakra msg kalstiyathen had teacoffee
",0
"sorry i missed your call can you please call back
",0
"y de asking like this
",0
"ill b down soon
",0
"yeah we can probably swing by once my roommate finishes up with his girl
",0
"thought praps you meant another one goodo ill look tomorrow 
",0
"hey are you going to quit soon xuhui and i working till end of the month 
",0
"yes the only place in town to meet exciting adult singles is now in the uk txt chat to 86688 now 150pmsg
",1
"so i asked hows anthony dad and your bf
",0
"sms auction  a brand new nokia 7250 is up 4 auction today auction is free 2 join  take part txt nokia to 86021 now hgsuite3422lands roww1j6hl
",1
"yeah we wouldnt leave for an hour at least hows 4 sound
",0
"depends on where u going lor
",0
"id say thats a good sign but well you know my track record at reading women
",0
"ur cashbalance is currently 500 pounds  to maximize ur cashin now send cash to 86688 only 150pmsg cc 08718720201 po box 11414 tcrw1
",1
"to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola
",0
"i will reach ur home in  ltgt  minutes
",0
"ltgt  is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas  ltgt  good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj
",0
"that seems unnecessarily affectionate
",0
"sos any amount i can get pls
",0
"dont pack what you can buy at any storelike cereals if you must pack food pack gari or something 9ja that you will miss
",0
"left dessert u wan me 2 go suntec look 4 u
",0
"oh really perform write a paper go to a movie and be home by midnight huh
",0
"i notice you like looking in the shit mirror youre turning into a right freak
",0
"remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same
",0
"ok which your another number
",0
"aight will do thanks again for comin out
",0
"dai  ltgt  naal eruku
",0
"dont forget though that i love you  and i walk beside you watching over you and keeping your heart warm
",0
"im just wondering what your doing right now
",0
"compliments to you was away from the system how your side
",0
"u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha islove got it dont mis me
",0
"yo we are watching a movie on netflix
",0
"so hows the weather over there
",0
"ummmawill call after check inour life will begin from qatar so pls pray very hard
",0
"hitechnical supportproviding assistance to us customer through call and email
",0
"gods love has no limit gods grace has no measure gods power has no boundaries may u have gods endless blessings always in ur life gud ni8
",0
"ive reached already
",0
"i am on the way to ur home
",0
"eek thats a lot of time especially since american pie is like 8 minutes long i cant stop singing it
",0
"hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsmscom text stop to stopcost 150p 08712400603
",1
"yar lor he wan 2 go c horse racing today mah so eat earlier lor i ate chicken rice u
",0
"wah lucky man then can save money hee
",0
"why did i wake up on my own gt
",0
"honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn
",0
"free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
",1
"havent eaten all day im sitting here staring at this juicy pizza and i cant eat it these meds are ruining my life
",0
"just sent again do you scream and moan in bed princess
",0
"your b4u voucher wc 2703 is marsms log onto wwwb4utelecom for discount credit to opt out reply stop customer care call 08717168528
",1
"so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck
",0
"hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho
",0
"a guy who gets used but is too dumb to realize it
",0
"urgent call 09066649731from landline your complimentary 4 ibiza holiday or £10000 cash await collection sae tcs po box 434 sk3 8wp 150ppm 18
",1
"captain is in our room
",0
"was doing my test earlier i appreciate you will call you tomorrow
",0
"so im doing a list of buyers
",0
"i am waiting machan call me once you free
",0
"never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning
",0
"sorry da i gone mad so many pending works what to do
",0
"if you dont respond imma assume youre still asleep and imma start calling n shit
",0
"i noe la u wana pei bf oso rite k lor other days den
",0
"haha really oh no how then will they deduct your lesson tmr
",0
"yo howz u girls never rang after india l
",0
"r u meeting da ge at nite tmr
",0
"kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park
",0
"awesome ill see you in a bit
",0
"you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16 
",1
"im awake oh whats up
",0
"hi kindly give us back our documents which we submitted for loan from stapati
",0
"congratulations ur awarded 500 of cd vouchers or 125gift guaranteed  free entry 2 100 wkly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16
",1
"am not working but am up to eyes in philosophy so will text u later when a bit more free for chat
",0
"i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it
",0
"i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly
",0
"went to pay rent so i had to go to the bank to authorise the payment
",0
"can i meet ü at 5 as 4 where depends on where ü wan 2 in lor
",0
"just making dinner you 
",0
"im at work please call
",0
"so do you have samus shoulders yet
",0
"we r outside already
",0
"thats my honeymoon outfit 
",0
"so u workin overtime nigpun
",0
"lol i was gonna last month i cashed some in but i left ltgt just in case i was collecting more during the week cause they announced it on the blog
",0
"no prob i will send to your email
",0
"haha better late than ever any way i could swing by
",0
"probably want to pick up more
",0
"nicenicehow is it working
",0
"tone club your subs has now expired 2 resub reply monoc 4 monos or polyc 4 polys 1 weekly  150p per week txt stop 2 stop this msg free stream 0871212025016
",1
"and also ive sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
",0
"did u got that persons story
",0
"future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future
",0
"your unique user id is 1172 for removal send stop to 87239 customer services 08708034412
",1
"great news call freefone 08006344447 to claim your guaranteed £1000 cash or £2000 gift speak to a live operator now
",1
"double mins  1000 txts on orange tariffs latest motorola sonyericsson  nokia with bluetooth free call mobileupd8 on 08000839402 or call2optouthf8
",1
"lol  i really need to remember to eat when im drinking but i do appreciate you keeping me company that night babe smiles
",0
"the monthly amount is not that terrible and you will not pay anything till 6months after finishing school
",0
"probably a couple hours tops
",0
"i can call in  ltgt  min if thats ok
",0
"our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had to claim 4 free reply with claim to this msg 2 stop txt stop
",1
"hey we can go jazz power yoga hip hop kb and yogasana 
",0
"i think you should go the honesty road call the bank tomorrow its the tough decisions that make us great people
",0
"oh k  i will come tomorrow
",0
"ok i asked for money how far
",0
"two fundamentals of cool life walk like you are the king or walk like you dont carewhoever is the king gud nyt
",0
"or maybe my fat fingers just press all these buttons and it doesnt know what to do
",0
"wewa is 130 iriver 255 all 128 mb
",0
"and do you have any one that can teach me how to ship cars
",0
"dhoni have luck to win some big titleso we will win
",0
"hey what happen de are you alright
",0
"i dnt wnt to tlk wid u
",0
"dude got a haircut now its breezy up there
",0
"sms services for your inclusive text credits pls gotto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk220cm2 9ae
",1
"sorry ill call later
",0
"ü dun need to pick ur gf
",0
"thank god they are in bed
",0
"private your 2003 account statement for shows 800 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004
",1
"yo any way we could pick something up tonight
",0
"are you at work right now 
",0
"the tables occupied im waiting by the tree
",0
"thanks it was only from tescos but quite nice all gone now speak soon 
",0
"you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000878 pobox45w2tg150p
",1
"what happen dear tell me
",0
"good morning princess how are you
",0
"hcl chennai requires freshers for voice processexcellent english neededsalary upto  ltgt call mssuman  ltgt  for telephonic interview via indyarockscom
",0
"life style garments account no please
",0
"good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a  ltgt  charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thank you for everything
",0
"u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 150 per msg recd cust care 07821230901
",1
"i am late i will be there at
",0
"what todaysundaysunday is holidayso no work
",0
"ok i thk i got it then u wan me 2 come now or wat
",0
"hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch thanx but u wait til nxt time il ave ya 
",0
"you know my old dom i told you about yesterday  his name is roger he got in touch with me last night and wants me to meet him today at 2 pm
",0
"i tot u reach liao he said tshirt
",0
"your daily text from me – a favour this time
",0
"yo you at jp and hungry like a mofo
",0
"ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month
",0
"hey mate hows u honeydid u ave good holiday gimmi de gossx
",0
"we are okay going to sleep now later
",0
"how long has it been since you screamed princess
",0
"hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me
",0
"you will go to walmart ill stay
",0
"life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy  one gbpsms
",1
"yeah like if it goes like it did with my friends imma flip my shit in like half an hour
",0
"customer service annoncement you have a new years delivery waiting for you please call 07046744435 now to arrange delivery
",1
"it has issues right now ill fix for her by tomorrow
",0
"will you be here for food
",0
"it is a good thing im now getting the connection to bw
",0
"i dont think he has spatula hands
",0
"babe  i love you  covers your face in kisses
",0
"if you hear a loud scream in about ltgt minutes its cause my gyno will be shoving things up me that dont belong 
",0
"bloody hell cant believe you forgot my surname mr  ill give u a clue its spanish and begins with m 
",0
"some of them told accenture is not confirm is it true
",0
"free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
",1
"do ü all wan 2 meet up n combine all the parts hows da rest of da project going
",0
"yup ive finished c ü there
",0
"hey mate spoke to the mag people we‘re on  the is deliver by the end of the month deliver on the 24th sept talk later 
",0
"the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences
",0
"ok then no need to tell me anything i am going to sleep good night
",0
"k give me a sec breaking a  ltgt  at cstore
",0
"its good to hear from you
",0
"babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx
",0
"eat at old airport road but now 630 oredi got a lot of pple
",0
"i cant pick the phone right now pls send a message
",0
"love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical
",0
"s sfirst timedhoni rocks
",0
"what are youdoing later sar xxx
",0
"i am in bus on the way to calicut
",0
"i attended but nothing is there
",0
"in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni8
",0
"erutupalam thandiyachu
",0
"can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks
",0
"k still are you loving me
",0
"k want us to come by now
",0
"i can probably come by everybodys done around  ltgt  right
",0
"hellodrivby0quit edrunk sorry iff pthis makes no senrddnot no how  dancce 2 drum n basqihave fun 2nhite x ros xxxxxxx
",0
"boo what time u get out u were supposed to take me shopping today 
",0
"2 and half years i missed your friendship
",0
"i will lick up every drop  are you ready to use your mouth as well
",0
"i can take you at like noon
",0
"prabhaim sorydarealyfrm heart im sory
",0
"yeah but which is worse for i
",0
"hey tmr meet at bugis 930 
",0
"today iz yellow rose day if u love my frndship give me 1 misscall amp send this to ur frndz amp see how many miss calls u get if u get 6missed u marry ur lover
",0
"u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh
",0
"private your 2003 account statement for 07808247860 shows 800 unredeemed s i m points call 08719899229 identifier code 40411 expires 061104
",1
"no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x
",0
"i am taking half day leave bec i am not well
",0
"yes we are chatting too
",0
"you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php
",1
"are you being good baby 
",0
"home so we can always chat
",0
"07732584351  rodger burns  msg  we tried to call you re your reply to our sms for a free nokia mobile  free camcorder please call now 08000930705 for delivery tomorrow
",1
"free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
",1
"yar else ill thk of all sorts of funny things
",0
"wat happened to the cruise thing
",0
"missed your call cause i was yelling at scrappy miss u cant wait for u to come home im so lonely today
",0
"ho ho  big belly laugh see ya tomo
",0
"nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor
",0
"can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold  ltgt  or any bb
",0
"for my family happiness
",0
"nope i waiting in sch 4 daddy 
",0
"take us out shopping and mark will distract isaiahd
",0
"wat time u finish ur lect today
",0
"storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person bt not his girlfrnd g o o d n i g h t   
",0
"nottel software name
",0
"plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn
",0
"howz painit will come down todaydo as i said ystrdayice and medicine
",0
"what you did in  leave
",0
"i cant pick the phone right now pls send a message
",0
"not that i know of most people up here are still out of town
",0
"where are you  what are you doing  are yuou working on getting the pc to your moms  did you find a spot that it would work  i need you
",0
"yep the great loxahatchee xmas tree burning of  ltgt  starts in an hour
",0
"hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate
",0
"dun need to use dial up juz open da browser n surf
",0
"they will pick up and drop in carso no problem
",0
"u havent lost me ill always b here 4ui didnt intend 2 hurt u but i never knew how u felt about me when iwasmarinethats what itried2tell urmomi careabout u
",0
"kkyesterday i was in cbe 
",0
"hope you are having a great day
",0
"haf u found him i feel so stupid da v cam was working
",0
"would really appreciate if you call me just need someone to talk to
",0
"actually my mobile is full of msg and i m doing a work online where i need to send them  ltgt  sent msg i wil explain u later
",0
"dunno lei i thk mum lazy to go out i neva ask her yet
",0
"i am going to sao mu today will be done only at 12 
",0
"i ask if u meeting da ge tmr nite
",0
"thats cool i want to please you
",0
"watching telugu moviewat abt u
",0
"wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text
",1
"o we cant see if we can join denis and mina or does denis want alone time
",0
"when you and derek done with class
",0
"i have to take exam with in march 3
",0
"yeah wheres your class at
",0
"please da call me any mistake from my side sorry da pls da goto doctor
",0
"you see the requirements please
",0
"how are you babes hope your doing ok i had a shit nights sleep i fell asleep at 5im knackered and im dreading work tonight what are thou upto tonight x
",0
"ditto and you wont have to worry about me saying anything to you anymore like i said last night you do whatever you want and ill do the same peace
",0
"you tell what happen dont behave like this to me ok no need to say
",0
"oh yes ive just been a little under the weather so ive kind of been coccooning at home
",0
"send a logo 2 ur lover  2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p
",1
"im at bruce amp fowler now but im in my moms car so i cant park long story
",0
"mm not entirely sure i understood that text but hey ho which weekend
",0
"mmmm  fuck  not fair  you know my weaknesses  grins pushes you to your knees exposes my belly and pulls your head to it dont forget  i know yours too wicked smile
",0
"i can send you a pic if you like 
",0
"free entry into our £250 weekly competition just text the word win to 80086 now 18 tc wwwtxttowincouk
",1
"you have 1 new message call 02070836089
",1
"yunny im goin to be late
",0
"free message activate your 500 free text messages by replying to this message with the word free for terms  conditions visit www07781482378com
",1
"long time you remember me today
",0
"hey babe i saw you came online for a second and then you disappeared what happened 
",0
"wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened
",0
"ya but it cant display internal subs so i gotta extract them
",0
"aight text me tonight and well see whats up
",0
"small problem in auctionpunj now asking tiwary
",0
"… we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and  c u soon 
",0
"i promise to take good care of you princess i have to run now please send pics when you get a chance ttyl
",0
"good afternoon babe how goes that day  any job prospects yet  i miss you my love  sighs  
",0
"received understood n acted upon
",0
"its still not working and this time i also tried adding zeros that was the savings the checking is  ltgt 
",0
"no b4 thursday
",0
"yes rent is very expensive so its the way we save
",0
"only 2 students solved this cat question in xam 532 ltgt  924 ltgt  863 ltgt  then 725 tell me the answer if u r brilliant1thingi got d answr
",0
"derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
",0
"ok lar joking wif u oni
",0
"awesome that gonna be soon or later tonight
",0
"prakesh is there know
",0
"ugh hopefully the asus ppl dont randomly do a reformat
",0
"thank you meet you monday
",0
"hi di is yijue were meeting at 7 pm at esaplanade tonight
",0
"just got to  ltgt
",0
"yo guess what i just dropped
",0
"may b approve panalambut it should have more posts
",0
"gud ni8 dearslp welltake careswt dreamsmuah
",0
"hey das cool iknow all 2 wellda peril of studentfinancial crisisspk 2 u l8r
",0
"they can try they can get lost in fact tee hee
",0
"i will reach ur home in  ltgt  minutes
",0
"hi dahow is the todays class
",0
"come aftr  ltdecimalgt now i m cleaning the house
",0
"msgs r not time passthey silently say that i am thinking of u right now and also making u think of me at least 4 a moment gd ntswt drms shesil
",0
"i love you both too 
",0
"therell be a minor shindig at my place later tonight you interested
",0
"ok c u then
",0
"living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte
",0
"nope thats fine i might have a nap tho 
",0
"hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if hes around
",0
"8007 25p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity 
",1
"sfine anytime all the best with it
",0
"that means get the door
",0
"ok no problem yup im going to sch at 4 if i rem correctly
",0
"hey very inconvenient for your sis a not huh
",0
"thk shld b can ya i wana go 4 lessons haha can go for one whole stretch
",0
"jus finish my lunch on my way home lor i tot u dun wan 2 stay in sch today
",0
"i am on the way to ur home
",0
"no wonder cos i dun rem seeing a silver car but i thk i saw a black one
",0
"yeah so basically any time next week you can get away from your mom amp get up before 3
",0
"audrie lousy autocorrect
",0
"no did you check i got his detailed message now
",0
"u wake up already thanx 4 e tau sar piah its quite nice
",0
"urgent your mobile number  won a £2000 bonus caller prize on 100603 this is the 2nd attempt to reach you call 09066368753 asap box 97n7qp 150ppm
",1
"am surfing online store for offers do you want to buy any thing
",0
"yup but not studying surfing lor im in e lazy mode today
",0
"when i have stuff to sell ill tell you
",0
"dear how you are you ok
",0
"your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call
",1
"babe i fucking love you too  you know fuck it was so good to hear your voice i so need that i crave it i cant get enough i adore you ahmad kisses
",0
"squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get 3 u r cute 6 u r luvd 9 u r so lucky none people hate u
",0
"wow  i love you sooo much you know  i can barely stand it  i wonder how your day goes and if you are well my love  i think of you and miss you
",0
"the battery is for mr adewale my uncle aka egbon
",0
"your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call
",1
"yes when is the appt again
",0
"yeah thats what i thought lemme know if anythings goin on later
",0
"im home
",0
"call 09090900040  listen to extreme dirty live chat going on in the office right now total privacy no one knows your sic listening 60p min 247mp 0870753331018
",1
"when did you get to the library
",0
"thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now
",1
"great p diddy is my neighbor and comes for toothpaste every morning
",0
"lol boo i was hoping for a laugh
",0
"lol for real she told my dad i have cancer
",0
"hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx
",0
"you can donate £250 to unicefs asian tsunami disaster support fund by texting donate to 864233 £250 will be added to your next bill
",1
"dear got bus directly to calicut
",0
"i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english blokes weddin
",0
"i dont know ask to my brother nothing problem some thing that just i told 
",0
"i dont know same thing thats wrong everyso often he panicks starts goin on bout not bein good enough …
",0
"if u sending her home first its ok lor im not ready yet
",0
"bugis oso near wat 
",0
"lol you forgot it eh  yes ill bring it in babe
",0
"what happened to our yo date
",0
"happy birthday may u find ur prince charming soon n dun work too hard
",0
"ha ha ha good joke girls are situation seekers
",0
"yup ü not comin 
",0
"six chances to win cash from 100 to 20000 pounds txt csh11 and send to 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info
",1
"she ran off with a younger man we will make pretty babies together 
",0
"yup from what i remb i think should be can book 
",0
"i am back bit long cos of accident on a30 had to divert via wadebridgei had a brilliant weekend thanks speak soon lots of love
",0
"can you call me plz your number shows out of coveragd area i have urgnt call in vasai amp have to reach before 4o clock so call me plz
",0
"want explicit sex in 30 secs ring 02073162414 now costs 20pmin gsex pobox 2667 wc1n 3xx
",1
"do we have any spare power supplies
",0
"how are u i have missed u i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college sad isnt itxx
",0
"oh godtaken the teethis it paining
",0
